Tiempo(ms);X(m/s²);Y(m/s²);Z(m/s²)
65042;-6.28;-2.86;-8.79
65062;-6.43;-2.82;-8.79
65082;-6.63;-2.94;-8.94
65102;-6.63;-2.94;-8.83
65122;-6.59;-2.71;-8.71
65142;-6.39;-2.67;-8.94
65162;-6.51;-2.94;-8.94
65182;-6.67;-3.02;-8.98
65202;-6.67;-2.94;-9.10
65222;-6.47;-2.94;-9.10
65242;-6.47;-2.79;-9.10
65262;-6.35;-2.90;-8.98
65282;-6.67;-3.18;-8.98
65302;-6.71;-3.30;-8.98
65322;-7.18;-3.53;-8.63
65342;-7.18;-3.45;-8.20
65362;-7.14;-3.45;-7.85
65382;-7.14;-3.80;-7.88
65402;-6.79;-4.24;-7.53
65422;-6.51;-4.00;-7.37
65442;-6.32;-3.69;-7.06
65462;-6.20;-3.45;-6.79
65482;-6.47;-3.77;-6.79
65502;-6.94;-4.08;-7.18
65522;-7.02;-3.96;-7.34
65542;-7.10;-3.69;-7.37
65562;-7.30;-3.92;-7.53
65582;-7.69;-4.39;-7.77
65602;-7.77;-4.47;-8.04
65622;-7.77;-4.71;-8.08
65642;-7.65;-4.47;-8.32
65662;-7.49;-4.20;-8.47
65682;-7.37;-3.77;-8.24
65702;-7.22;-3.53;-8.20
65722;-7.22;-3.53;-8.12
65742;-7.26;-3.41;-8.12
65762;-7.41;-3.30;-7.96
65782;-7.57;-2.71;-8.08
65802;-7.45;-2.35;-7.92
65822;-7.45;-2.35;-7.85
65842;-7.45;-2.08;-7.85
65862;-7.49;-1.69;-7.92
65882;-7.49;-1.65;-7.92
65902;-7.57;-1.77;-7.65
65922;-7.65;-1.69;-7.73
65942;-7.73;-1.77;-7.85
65962;-7.81;-2.00;-7.88
65982;-7.77;-2.00;-7.77
66002;-7.65;-1.88;-7.85
66022;-7.53;-1.88;-7.96
66042;-7.65;-2.04;-8.00
66062;-7.65;-2.31;-8.00
66082;-7.65;-2.20;-8.00
66102;-7.53;-2.12;-8.00
66122;-7.41;-2.16;-7.85
66142;-7.49;-2.20;-7.85
66162;-7.61;-2.08;-7.73
66182;-7.65;-2.28;-7.65
66202;-7.57;-2.55;-7.45
66222;-7.57;-2.55;-7.34
66242;-7.61;-2.94;-7.34
66262;-8.04;-3.22;-7.45
66282;-8.59;-3.96;-7.45
66302;-8.67;-4.24;-7.30
66322;-8.79;-4.16;-7.02
66342;-9.26;-4.39;-6.86
66362;-9.85;-5.30;-6.55
66382;-10.24;-5.77;-6.12
66402;-10.63;-6.55;-5.49
66422;-10.43;-7.45;-5.22
66442;-10.24;-8.32;-4.75
66462;-10.08;-8.55;-4.16
66482;-9.81;-8.63;-3.92
66502;-9.26;-8.39;-3.77
66522;-9.14;-7.96;-3.65
66542;-9.06;-7.34;-3.18
66562;-8.94;-6.71;-2.63
66582;-8.94;-5.65;-2.51
66602;-8.59;-3.96;-2.55
66622;-8.04;-2.67;-2.35
66642;-7.22;-1.22;-1.77
66662;-7.26;-0.43;-1.18
66682;-7.22;0.59;-0.94
66702;-6.63;2.16;-1.02
66722;-6.63;3.45;-0.98
66742;-6.00;3.45;-0.98
66762;-5.61;4.31;-1.02
66782;-5.30;4.79;-0.94
66802;-5.49;5.69;-1.14
66822;-5.30;7.49;-1.22
66842;-5.37;9.45;-1.53
66862;-4.90;12.32;-3.45
66882;-5.96;12.20;-5.57
66902;-6.75;13.38;-7.88
66922;-7.30;16.95;-7.85
66942;-8.79;18.28;-8.39
66962;-9.96;17.46;-10.71
66982;-8.39;18.28;-11.26
67002;-8.04;20.99;-10.83
67022;-10.40;21.73;-12.16
67042;-11.45;20.87;-12.04
67062;-12.08;20.40;-11.69
67082;-12.12;22.28;-13.06
67102;-12.04;23.38;-12.55
67122;-13.49;23.26;-13.61
67142;-18.04;21.89;-14.98
67162;-21.65;20.16;-15.46
67182;-19.85;19.73;-14.83
67202;-11.89;13.45;-7.45
67222;-11.89;16.79;-19.26
67242;-15.69;16.79;-19.26
67262;-22.12;9.92;-16.95
67282;-15.77;4.51;-10.32
67302;-6.83;4.79;-9.26
67322;-3.96;4.82;-8.79
67342;-3.69;4.00;-7.06
67362;-4.12;2.98;-5.10
67382;-5.41;1.84;-5.73
67402;-4.98;1.69;-7.06
67422;-3.92;1.69;-6.67
67442;-3.49;2.08;-5.84
67462;-3.06;1.77;-5.77
67482;-2.55;0.75;-6.16
67502;-2.20;-0.04;-6.75
67522;-1.37;-0.71;-6.43
67542;0.20;-0.43;-6.79
67562;0.59;-0.67;-6.83
67582;0.16;-1.33;-6.75
67602;-0.51;-2.35;-7.10
67622;0.24;-2.08;-6.79
67642;1.06;-2.04;-6.20
67662;0.35;-2.67;-6.32
67682;-1.49;-3.22;-6.67
67702;-0.75;-3.30;-7.53
67722;-0.75;-3.73;-8.00
67742;-1.18;-3.73;-8.00
67762;-2.04;-3.84;-8.00
67782;-1.45;-3.06;-7.92
67802;-0.35;-2.47;-8.55
67822;-1.65;-3.41;-8.63
67842;-2.28;-4.90;-8.83
67862;-0.59;-4.16;-10.36
67882;0.55;-3.30;-10.43
67902;-0.08;-3.92;-9.92
67922;-0.90;-4.71;-10.55
67942;-1.22;-4.39;-11.53
67962;-1.61;-4.79;-10.75
67982;-0.98;-3.73;-11.65
68002;-0.47;-2.63;-12.00
68022;-1.45;-2.71;-11.22
68042;-2.67;-2.79;-11.10
68062;-2.59;-2.20;-11.96
68082;-2.12;-2.08;-12.55
68102;-2.63;-2.39;-12.08
68122;-2.71;-1.49;-11.85
68142;-2.39;-0.55;-11.89
68162;-2.43;-1.29;-11.81
68182;-3.02;-2.00;-11.49
68202;-2.59;-1.14;-12.47
68222;-2.59;-0.98;-12.40
68242;-2.35;-0.98;-11.18
68262;-2.71;-1.45;-11.18
68282;-3.14;-1.33;-10.87
68302;-3.18;-1.14;-11.02
68322;-3.10;-1.65;-10.83
68342;-2.82;-1.49;-10.59
68362;-2.59;-1.33;-10.94
68382;-2.79;-1.37;-10.47
68402;-3.26;-1.10;-10.04
68422;-4.16;-0.94;-10.20
68442;-5.22;-1.02;-10.75
68462;-5.81;-0.82;-10.71
68482;-5.77;-0.55;-10.59
68502;-6.16;-0.55;-10.51
68522;-6.63;-0.78;-10.71
68542;-6.83;-1.37;-10.98
68562;-6.63;-1.73;-10.83
68582;-6.43;-1.61;-10.63
68602;-6.24;-1.84;-10.24
68622;-6.63;-2.20;-10.24
68642;-6.71;-2.35;-10.04
68662;-6.32;-1.96;-9.41
68682;-5.88;-1.88;-8.94
68702;-6.12;-2.24;-9.14
68722;-6.12;-2.12;-9.53
68742;-6.08;-2.12;-9.38
68762;-5.73;-1.57;-9.38
68782;-5.37;-1.33;-8.98
68802;-5.30;-1.29;-9.06
68822;-5.37;-1.26;-9.02
68842;-5.73;-0.67;-8.94
68862;-5.88;-0.51;-9.06
68882;-5.81;-0.55;-9.22
68902;-5.57;-0.59;-9.38
68922;-5.33;0.00;-9.14
68942;-5.45;-0.08;-9.14
68962;-5.53;-0.08;-9.34
68982;-5.10;0.20;-9.77
69002;-4.94;0.20;-9.85
69022;-4.86;0.00;-9.96
69042;-5.26;-0.20;-10.16
69062;-5.77;-0.43;-10.36
69082;-5.65;-0.27;-10.20
69102;-4.94;0.04;-10.12
69122;-4.71;0.08;-10.32
69142;-4.47;-0.08;-10.63
69162;-4.24;-0.31;-10.28
69182;-3.84;-0.12;-10.08
69202;-3.61;-0.20;-9.89
69222;-3.61;-0.47;-10.12
69242;-3.92;-0.47;-9.92
69262;-3.92;-0.71;-9.92
69282;-3.92;-0.47;-10.00
69302;-3.88;-0.20;-9.92
69322;-4.12;-0.12;-9.96
69342;-4.35;-0.24;-10.04
69362;-4.63;-0.08;-10.24
69382;-4.94;0.39;-10.28
69402;-5.30;0.59;-10.51
69422;-5.41;0.78;-10.94
