Tiempo(ms);X(m/s²);Y(m/s²);Z(m/s²)
551664;-1,80;-4,98;7,49
551644;-1,77;-5,02;7,49
551684;-1,77;-5,02;7,45
551704;-1,77;-5,02;7,49
551724;-1,77;-5,02;7,45
551744;-1,77;-4,98;7,57
551764;-1,73;-5,02;7,53
551784;-1,80;-4,98;7,49
551804;-1,77;-5,02;7,49
551824;-1,80;-4,98;7,49
551844;-1,80;-4,98;7,49
551864;-1,77;-5,06;7,45
551884;-1,80;-5,02;7,45
551904;-1,77;-5,02;7,49
551924;-1,77;-4,94;7,57
551944;-1,77;-5,02;7,49
551964;-1,77;-5,02;7,49
551984;-1,80;-5,02;7,49
552004;-1,77;-5,02;7,57
552024;-1,80;-4,98;7,49
552044;-1,80;-4,98;7,45
552064;-1,77;-4,98;7,57
552084;-1,80;-4,98;7,41
552104;-1,77;-5,02;7,49
552124;-1,77;-5,02;7,49
552144;-1,77;-4,94;7,49
552164;-1,73;-5,06;7,49
552184;-1,80;-4,98;7,49
552204;-1,80;-4,98;7,53
552224;-1,77;-5,02;7,45
552244;-1,80;-5,02;7,49
552264;-1,84;-5,02;7,53
552284;-1,77;-4,98;7,53
552304;-1,80;-5,02;7,53
552324;-1,77;-4,98;7,57
552344;-1,77;-4,98;7,53
552364;-1,80;-5,02;7,49
552384;-1,80;-5,02;7,49
552404;-1,77;-4,98;7,49
552424;-1,84;-4,98;7,53
552444;-1,77;-5,02;7,45
552464;-1,77;-4,98;7,45
552484;-1,77;-5,02;7,49
552504;-1,80;-5,02;7,49
552524;-1,73;-4,98;7,57
552544;-1,80;-4,94;7,49
552564;-1,77;-4,98;7,49
552584;-1,77;-5,02;7,49
552604;-1,77;-4,94;7,49
552624;-1,80;-4,98;7,45
552644;-1,80;-4,98;7,45
552664;-1,77;-4,98;7,53
552684;-1,77;-4,98;7,53
552704;-1,77;-5,02;7,53
552724;-1,80;-5,02;7,53
552744;-1,80;-5,02;7,49
552764;-1,77;-4,98;7,49
552784;-1,80;-4,98;7,45
552804;-1,84;-4,98;7,49
552824;-1,80;-4,98;7,57
552844;-1,77;-4,98;7,49
552864;-1,80;-5,02;7,45
552884;-1,77;-4,94;7,53
552904;-1,73;-5,02;7,57
552924;-1,84;-4,98;7,53
552944;-1,77;-5,02;7,53
552964;-1,77;-5,02;7,53
552984;-1,77;-4,98;7,57
553004;-1,77;-5,02;7,45
553024;-1,77;-5,02;7,53
553044;-1,84;-4,98;7,53
553064;-1,77;-4,98;7,49
553084;-1,77;-4,98;7,53
553104;-1,77;-4,98;7,45
553124;-1,80;-5,02;7,53
553144;-1,80;-4,98;7,57
553164;-1,77;-4,98;7,57
553184;-1,73;-4,98;7,49
553204;-1,77;-4,98;7,49
553224;-1,77;-4,98;7,49
553244;-1,77;-5,02;7,49
553264;-1,77;-4,98;7,49
553284;-1,77;-4,98;7,45
553304;-1,80;-5,02;7,49
553324;-1,80;-4,98;7,49
553344;-1,80;-4,98;7,53
553364;-1,77;-5,02;7,49
553384;-1,80;-4,94;7,53
553404;-1,77;-4,98;7,57
553424;-1,77;-5,02;7,49
553444;-1,77;-4,98;7,53
553464;-1,80;-4,98;7,49
553484;-1,80;-4,98;7,49
553504;-1,80;-5,02;7,53
553524;-1,80;-4,98;7,49
553544;-1,77;-4,98;7,49
553564;-1,77;-4,98;7,49
553584;-1,80;-5,02;7,49
553604;-1,80;-4,98;7,45
553624;-1,77;-4,98;7,57
553644;-1,80;-4,98;7,49
553664;-1,80;-5,02;7,45
553684;-1,77;-4,98;7,53
553704;-1,77;-4,98;7,49
553724;-1,73;-5,06;7,49
553744;-1,77;-5,02;7,49
553764;-1,73;-4,98;7,53
553784;-1,80;-5,02;7,49
553804;-1,80;-4,98;7,53
553824;-1,77;-4,98;7,57
553844;-1,80;-5,02;7,45
553864;-1,80;-5,02;7,53
553884;-1,77;-4,98;7,57
553904;-1,77;-5,02;7,49
553924;-1,80;-4,98;7,57
553944;-1,80;-5,02;7,45
553964;-1,80;-4,98;7,49
553984;-1,80;-4,98;7,53
554004;-1,73;-5,06;7,41
554024;-1,77;-4,98;7,53
554044;-1,73;-5,02;7,53
554064;-1,80;-4,98;7,45
554084;-1,80;-4,94;7,49
554104;-1,80;-4,94;7,49
554124;-1,80;-5,02;7,49
554144;-1,80;-4,94;7,53
554164;-1,77;-4,94;7,49
554184;-1,69;-5,02;7,49
554204;-1,80;-4,98;7,53
554224;-1,77;-5,02;7,49
554244;-1,77;-4,98;7,53
554264;-1,77;-4,98;7,49
554284;-1,80;-4,98;7,49
554304;-1,73;-4,98;7,53
554324;-1,77;-4,98;7,53
554344;-1,80;-4,94;7,49
554364;-1,77;-5,02;7,57
554384;-1,77;-4,98;7,57
554404;-1,77;-5,02;7,53
554424;-1,80;-4,98;7,49
554444;-1,84;-4,98;7,53
554464;-1,80;-4,98;7,53
554484;-1,77;-4,98;7,49
554504;-1,80;-4,98;7,45
554524;-1,80;-4,94;7,53
554544;-1,77;-4,98;7,53
554564;-1,77;-4,98;7,49
554584;-1,77;-5,02;7,45
554604;-1,84;-4,98;7,57
554624;-1,73;-5,02;7,49
554644;-1,73;-5,02;7,53
554664;-1,77;-5,02;7,53
554684;-1,80;-4,98;7,49
554704;-1,80;-5,02;7,45
554724;-1,77;-5,02;7,53
554744;-1,80;-4,98;7,49
554764;-1,77;-5,02;7,49
554784;-1,73;-4,98;7,53
554804;-1,80;-4,98;7,57
554824;-1,77;-4,94;7,45
554844;-1,77;-4,98;7,53
554864;-1,77;-5,02;7,49
554884;-1,73;-4,98;7,49
554904;-1,77;-4,98;7,53
554924;-1,77;-4,98;7,57
554944;-1,77;-4,98;7,49
554964;-1,77;-4,98;7,49
554984;-1,80;-4,98;7,53
555004;-1,77;-5,02;7,53
555024;-1,80;-5,02;7,45
555044;-1,80;-4,98;7,49
555064;-1,77;-4,98;7,53
555084;-1,77;-4,98;7,53
555104;-1,73;-5,02;7,53
555124;-1,77;-5,02;7,57
555144;-1,77;-4,98;7,49
555164;-1,77;-4,98;7,53
555184;-1,80;-4,98;7,49
555204;-1,80;-4,98;7,49
555224;-1,73;-4,98;7,49
555244;-1,80;-4,98;7,53
555264;-1,80;-5,06;7,53
555284;-1,80;-5,02;7,49
555304;-1,77;-4,98;7,49
555324;-1,77;-5,02;7,53
555344;-1,77;-4,94;7,53
555364;-1,80;-5,02;7,53
555384;-1,80;-5,02;7,53
555404;-1,84;-4,98;7,53
555424;-1,77;-5,02;7,45
555444;-1,77;-4,98;7,53
555464;-1,77;-4,98;7,49
555484;-1,80;-5,02;7,45
555504;-1,77;-5,02;7,45
555524;-1,73;-4,98;7,53
555544;-1,73;-5,02;7,49
555564;-1,77;-4,98;7,53
555584;-1,80;-5,02;7,49
555604;-1,77;-4,98;7,57
555624;-1,77;-5,02;7,53
555644;-1,80;-4,98;7,49
555664;-1,80;-4,98;7,49
555684;-1,80;-4,94;7,53
555704;-1,80;-4,98;7,45
555724;-1,80;-4,98;7,57
555744;-1,77;-4,98;7,57
555764;-1,77;-4,98;7,49
555784;-1,80;-5,02;7,49
555804;-1,77;-4,98;7,45
555824;-1,77;-5,02;7,45
555844;-1,77;-4,98;7,49
555864;-1,77;-5,02;7,49
555884;-1,80;-4,98;7,45
555904;-1,84;-5,02;7,53
555924;-1,80;-4,98;7,49
555944;-1,73;-5,02;7,53
555964;-1,73;-4,98;7,45
555984;-1,84;-4,98;7,45
556004;-1,77;-4,98;7,45
556024;-1,77;-5,02;7,49
556044;-1,84;-4,98;7,53
556064;-1,77;-5,02;7,49
556084;-1,80;-5,02;7,53
556104;-1,77;-5,02;7,57
556124;-1,73;-5,02;7,53
556144;-1,77;-4,98;7,53
556164;-1,73;-5,02;7,53
556184;-1,77;-4,98;7,53
556204;-1,77;-5,02;7,53
556224;-1,80;-5,02;7,49
556244;-1,80;-4,98;7,53
556264;-1,77;-4,98;7,53
556284;-1,77;-4,98;7,53
556304;-1,80;-5,02;7,49
556324;-1,80;-4,98;7,45
556344;-1,80;-4,98;7,49
556364;-1,80;-4,98;7,49
556384;-1,80;-4,98;7,49
556404;-1,84;-4,98;7,49
556424;-1,80;-5,02;7,45
556444;-1,84;-4,98;7,45
556464;-1,77;-4,98;7,49
556484;-1,77;-5,06;7,45
556504;-1,77;-5,06;7,49
556524;-1,80;-4,98;7,57
556544;-1,77;-4,98;7,53
556564;-1,80;-4,98;7,53
556584;-1,77;-5,02;7,57
556604;-1,77;-4,98;7,57
556624;-1,77;-4,98;7,53
556644;-1,77;-5,02;7,53
556664;-1,77;-4,98;7,53
556684;-1,77;-4,98;7,45
556704;-1,77;-4,98;7,57
556724;-1,77;-4,98;7,49
556744;-1,77;-4,98;7,49
556764;-1,84;-4,98;7,49
556784;-1,84;-4,98;7,53
556804;-1,77;-4,98;7,57
556824;-1,80;-5,02;7,57
556844;-1,80;-4,98;7,49
556864;-1,80;-4,98;7,49
556884;-1,80;-5,06;7,49
556904;-1,80;-4,98;7,53
556924;-1,77;-5,02;7,53
556944;-1,77;-4,98;7,49
556964;-1,80;-4,98;7,49
556984;-1,80;-5,02;7,49
557004;-1,84;-4,98;7,53
557024;-1,77;-5,02;7,53
557044;-1,77;-5,02;7,41
557064;-1,80;-4,98;7,53
557084;-1,80;-5,02;7,49
557104;-1,84;-4,94;7,49
557124;-1,80;-5,02;7,49
557144;-1,77;-4,94;7,57
557164;-1,77;-4,98;7,53
557184;-1,77;-4,98;7,49
557204;-1,77;-4,98;7,49
557224;-1,80;-5,02;7,49
557244;-1,80;-4,98;7,49
557264;-1,77;-5,02;7,57
557284;-1,80;-4,94;7,57
557304;-1,80;-4,98;7,57
557324;-1,80;-4,98;7,57
557344;-1,77;-4,98;7,49
557364;-1,80;-4,94;7,49
557384;-1,77;-4,98;7,49
557404;-1,80;-4,98;7,49
557424;-1,80;-5,02;7,49
557444;-1,77;-5,02;7,45
557464;-1,77;-4,98;7,49
557484;-1,77;-4,94;7,53
557504;-1,77;-5,02;7,53
557524;-1,80;-4,98;7,45
557544;-1,73;-5,02;7,57
557564;-1,77;-4,98;7,61
557584;-1,77;-5,02;7,49
557604;-1,80;-4,98;7,49
557624;-1,80;-4,98;7,49
557644;-1,80;-5,02;7,57
557664;-1,80;-5,02;7,57
557684;-1,80;-5,02;7,45
557704;-1,77;-5,02;7,49
557724;-1,80;-5,02;7,53
557744;-1,77;-4,98;7,49
557764;-1,77;-4,98;7,49
557784;-1,80;-4,98;7,45
557804;-1,80;-4,98;7,49
557824;-1,77;-4,98;7,49
557844;-1,80;-4,98;7,49
557864;-1,80;-4,98;7,45
557884;-1,77;-4,98;7,49
557904;-1,77;-5,02;7,49
557924;-1,77;-4,98;7,45
557944;-1,77;-5,02;7,49
557964;-1,80;-5,02;7,49
557984;-1,80;-4,98;7,57
558004;-1,77;-5,02;7,57
558024;-1,73;-4,94;7,53
558044;-1,77;-4,98;7,53
558064;-1,73;-5,02;7,49
558084;-1,80;-4,98;7,49
558104;-1,73;-5,02;7,53
558124;-1,84;-4,98;7,57
558144;-1,80;-4,94;7,49
558164;-1,80;-5,02;7,53
558184;-1,84;-5,02;7,45
558204;-1,77;-5,02;7,53
558224;-1,80;-4,98;7,53
558244;-1,80;-4,98;7,49
558264;-1,84;-4,98;7,57
558284;-1,80;-5,02;7,53
558304;-1,77;-5,02;7,49
558324;-1,80;-4,98;7,49
558344;-1,77;-4,98;7,49
558364;-1,77;-4,98;7,49
558384;-1,80;-4,98;7,53
558404;-1,80;-4,98;7,53
558424;-1,77;-4,98;7,49
558444;-1,77;-5,02;7,49
558464;-1,77;-4,98;7,61
558484;-1,80;-4,94;7,53
558504;-1,77;-4,98;7,41
558524;-1,80;-4,98;7,53
558544;-1,77;-5,02;7,53
558564;-1,73;-4,98;7,45
558584;-1,77;-4,94;7,57
558604;-1,80;-5,02;7,49
558624;-1,77;-4,98;7,49
558644;-1,77;-4,98;7,53
558664;-1,77;-4,98;7,49
558684;-1,80;-4,98;7,53
558704;-1,80;-5,02;7,49
558724;-1,77;-5,02;7,45
558744;-1,77;-4,98;7,49
558764;-1,80;-4,98;7,53
558784;-1,77;-4,98;7,49
558804;-1,80;-5,02;7,49
558824;-1,80;-4,98;7,49
558844;-1,80;-4,98;7,45
558864;-1,77;-5,02;7,45
558884;-1,80;-4,98;7,49
558904;-1,77;-5,02;7,49
558924;-1,77;-4,94;7,57
558944;-1,77;-4,98;7,53
558964;-1,77;-4,98;7,49
558984;-1,73;-4,98;7,49
559004;-1,77;-4,98;7,45
559024;-1,77;-5,02;7,49
559044;-1,80;-4,98;7,49
559064;-1,80;-5,02;7,49
559084;-1,80;-4,98;7,41
559104;-1,80;-5,02;7,49
559124;-1,80;-4,98;7,57
559144;-1,77;-4,98;7,45
559164;-1,77;-4,98;7,53
559184;-1,77;-4,98;7,53
559204;-1,73;-5,02;7,49
559224;-1,77;-4,98;7,53
559244;-1,77;-5,02;7,53
559264;-1,77;-5,02;7,53
559284;-1,77;-5,02;7,53
559304;-1,80;-4,98;7,53
559324;-1,80;-4,98;7,53
559344;-1,77;-4,98;7,49
559364;-1,80;-5,02;7,49
559384;-1,84;-4,98;7,49
559404;-1,77;-5,02;7,45
559424;-1,77;-4,98;7,57
559444;-1,77;-4,98;7,49
559464;-1,80;-4,98;7,49
559484;-1,80;-5,02;7,57
559504;-1,80;-5,02;7,57
559524;-1,80;-4,98;7,57
559544;-1,73;-4,98;7,53
559564;-1,73;-4,98;7,49
559584;-1,77;-4,98;7,49
559604;-1,77;-5,02;7,49
559624;-1,77;-4,98;7,57
559644;-1,80;-4,94;7,49
559664;-1,80;-4,98;7,49
559684;-1,80;-4,98;7,49
559704;-1,80;-4,98;7,53
559724;-1,77;-5,02;7,53
559744;-1,80;-4,98;7,49
559764;-1,73;-5,02;7,53
559784;-1,77;-4,98;7,49
559804;-1,80;-5,02;7,49
559824;-1,77;-5,02;7,49
559844;-1,80;-4,94;7,53
559864;-1,77;-5,02;7,53
559884;-1,77;-4,98;7,45
559904;-1,80;-5,02;7,49
559924;-1,73;-5,06;7,49
559944;-1,73;-5,02;7,53
559964;-1,77;-5,02;7,49
559984;-1,80;-4,98;7,53
560004;-1,77;-4,98;7,49
560024;-1,77;-4,94;7,45
560044;-1,80;-4,94;7,53
560064;-1,77;-5,02;7,53
560084;-1,77;-5,02;7,53
560104;-1,73;-4,90;7,37
560124;-1,73;-5,30;7,69
560144;-2,00;-4,94;7,37
560164;-1,49;-5,02;7,49
560184;-1,80;-4,67;7,22
560204;-2,12;-3,88;6,39
560224;-2,24;-5,53;8,83
560244;-1,29;-5,37;7,26
560264;-3,14;-4,98;7,92
560284;-2,20;-5,84;8,90
560304;-1,41;-6,35;7,81
560324;-2,16;-5,45;8,36
560344;-2,31;-4,79;8,24
560364;-2,08;-4,39;8,24
560384;-1,69;-4,04;7,61
560404;-1,69;-4,47;7,37
560424;-2,35;-4,39;7,41
560444;-2,28;-3,92;7,65
560464;-2,71;-3,88;7,69
560484;-2,75;-4,47;7,85
560504;-2,55;-4,71;8,36
560524;-2,75;-5,02;8,24
560544;-3,06;-5,45;8,32
560564;-3,06;-5,37;8,36
560584;-3,37;-5,37;7,96
560604;-3,33;-5,65;7,96
560624;-3,96;-5,65;7,61
560644;-3,92;-5,81;7,57
560664;-3,84;-5,84;7,37
560684;-3,57;-5,88;6,79
560704;-3,73;-6,20;5,37
560724;-4,16;-6,12;5,10
560744;-3,77;-6,59;5,06
560764;-3,53;-7,18;4,79
560784;-3,80;-7,49;3,80
560804;-3,96;-7,88;3,61
560824;-4,39;-7,26;3,30
560844;-5,49;-6,83;2,71
560864;-5,33;-6,83;3,30
560884;-4,75;-7,45;3,26
560904;-3,84;-8,20;2,39
560924;-3,92;-7,69;2,31
560944;-4,04;-7,45;2,39
560964;-4,47;-8,43;1,96
560984;-5,69;-8,20;1,29
561004;-5,92;-7,77;1,49
561024;-5,84;-8,24;1,65
561044;-6,08;-8,83;1,49
561064;-6,20;-8,51;1,37
561084;-6,04;-8,00;1,22
561104;-6,04;-8,08;0,39
561124;-6,71;-8,08;0,16
561144;-7,30;-8,04;0,16
561164;-7,26;-7,73;0,16
561184;-6,28;-8,87;0,63
561204;-6,63;-9,69;0,31
561224;-7,53;-7,85;-1,18
561244;-7,10;-8,12;-0,63
561264;-7,61;-6,47;-1,33
561284;-7,57;-6,16;-1,73
561304;-6,67;-7,02;-3,26
561324;-6,20;-6,71;-3,10
561344;-6,32;-6,90;-3,41
561364;-6,28;-7,18;-4,28
561384;-7,02;-7,14;-4,90
561404;-7,73;-7,34;-4,98
561424;-15,10;-9,26;-5,61
561444;-8,94;-6,32;-5,18
561464;-7,85;-7,30;-5,02
561484;-6,75;-7,73;-4,39
561504;-6,35;-7,37;-4,12
561524;-6,47;-7,26;-4,20
561544;-6,75;-6,67;-3,92
561564;-7,26;-6,43;-4,47
561584;-7,22;-7,18;-4,43
561604;-7,30;-8,67;-4,28
561624;-7,14;-8,55;-3,92
561644;-7,14;-7,53;-4,00
561664;-7,49;-7,53;-4,08
561684;-7,53;-6,98;-4,08
561704;-7,57;-6,86;-4,63
561724;-7,73;-7,41;-4,94
561744;-9,34;-8,16;-5,26
561764;-5,57;-7,57;-4,59
561784;-5,45;-6,59;-2,55
561804;-5,41;-6,98;-2,24
561824;-5,18;-6,39;-2,67
561844;-5,37;-6,79;-3,10
561864;-5,69;-6,83;-2,86
561884;-6,28;-6,59;-3,65
561904;-7,53;-7,34;-4,16
561924;-7,57;-7,30;-4,08
561944;-8,39;-7,73;-3,30
561964;-9,02;-8,12;-3,02
561984;-9,10;-8,12;-3,14
562004;-8,94;-8,67;-3,26
562024;-8,90;-8,55;-3,73
562044;-9,02;-8,20;-4,55
562064;-7,53;-7,61;-4,51
562084;-6,79;-7,10;-4,63
562104;-6,51;-6,79;-4,28
562124;-6,55;-7,45;-4,04
562144;-6,47;-7,49;-3,65
562164;-6,98;-7,30;-3,69
562184;-6,98;-7,10;-4,20
562204;-7,26;-7,10;-4,43
562224;-7,22;-7,14;-4,43
562244;-7,26;-6,98;-4,55
562264;-7,02;-7,02;-4,67
562284;-6,63;-6,90;-4,51
562304;-6,28;-6,90;-4,55
562324;-6,20;-7,06;-4,71
562344;-6,28;-7,02;-4,86
562364;-7,02;-7,22;-4,79
562384;-7,49;-7,45;-4,82
562404;-7,73;-7,77;-4,63
562424;-7,65;-7,73;-4,35
562444;-7,57;-7,69;-4,08
562464;-7,34;-7,65;-3,96
562484;-7,10;-7,34;-3,61
562504;-7,45;-7,22;-3,41
562524;-7,92;-7,22;-3,33
562544;-8,59;-7,30;-3,06
562564;-8,63;-7,10;-2,94
562584;-8,59;-6,35;-3,10
562604;-8,16;-6,55;-3,30
562624;-9,22;-7,06;-2,39
562644;-8,79;-7,02;-2,75
562664;-8,39;-6,47;-2,35
562684;-8,24;-6,51;-2,31
562704;-8,08;-6,98;-2,24
562724;-8,08;-7,41;-2,20
562744;-8,43;-7,41;-2,31
562764;-8,59;-7,65;-2,31
562784;-8,90;-7,41;-2,51
562804;-8,90;-7,06;-2,71
562824;-8,94;-6,83;-3,06
562844;-8,90;-6,94;-3,45
562864;-8,63;-7,10;-3,80
562884;-8,36;-7,34;-3,80
562904;-8,39;-7,37;-3,80
562924;-8,16;-7,14;-4,16
562944;-7,85;-6,94;-4,31
562964;-7,57;-6,90;-4,39
562984;-7,34;-6,90;-4,43
563004;-6,90;-6,86;-4,28
563024;-6,63;-6,79;-4,31
563044;-6,28;-6,79;-4,47
563064;-5,96;-6,90;-4,55
563084;-5,61;-7,06;-4,55
563104;-5,33;-7,26;-4,67
563124;-5,22;-7,49;-4,79
563144;-5,14;-7,61;-4,79
563164;-4,98;-7,65;-4,82
563184;-4,94;-7,69;-4,75
563204;-5,06;-7,65;-4,98
563224;-5,14;-7,81;-5,10
563244;-5,10;-7,77;-5,06
563264;-5,10;-8,00;-5,14
563284;-5,14;-8,00;-5,22
563304;-5,22;-8,12;-5,22
563324;-5,41;-8,24;-5,30
563344;-5,65;-8,36;-5,45
563364;-6,00;-8,20;-5,33
563384;-6,08;-8,08;-5,45
563404;-6,16;-7,65;-5,30
563424;-6,28;-8,16;-5,10
563444;-6,43;-8,36;-4,79
563464;-6,39;-8,32;-4,63
563484;-6,20;-8,20;-4,47
563504;-6,28;-8,24;-4,47
563524;-6,35;-8,24;-4,43
563544;-6,28;-8,20;-4,39
563564;-6,20;-8,20;-4,28
563584;-6,28;-8,20;-4,39
563604;-6,43;-8,28;-4,67
563624;-6,71;-8,24;-4,86
563644;-6,71;-8,28;-4,75
563664;-6,90;-8,36;-4,75
563684;-7,02;-8,36;-4,86
563704;-7,02;-8,12;-4,98
563724;-6,86;-7,73;-5,06
563744;-6,67;-7,57;-5,06
563764;-6,55;-7,49;-5,18
563784;-6,59;-7,49;-5,30
563804;-6,59;-7,49;-5,33
563824;-6,32;-7,49;-5,33
563844;-6,00;-7,41;-5,33
563864;-5,53;-7,30;-5,65
563884;-5,14;-7,41;-5,88
563904;-4,90;-7,37;-6,08
563924;-4,67;-7,53;-6,16
563944;-4,39;-7,65;-6,32
563964;-4,28;-7,65;-6,47
563984;-3,73;-7,57;-6,51
564004;-3,53;-7,69;-6,55
564024;-3,49;-7,92;-6,67
564044;-3,61;-8,12;-6,55
564064;-3,61;-8,04;-6,32
564084;-3,80;-8,00;-6,08
564104;-4,12;-8,00;-6,08
564124;-4,59;-7,96;-6,12
564144;-4,67;-8,04;-5,88
564164;-4,75;-8,12;-6,00
564184;-4,98;-8,28;-5,92
564204;-5,30;-8,28;-6,24
564224;-5,30;-7,96;-6,83
564244;-5,73;-7,81;-7,02
564264;-6,20;-8,16;-6,83
564284;-6,71;-7,92;-6,43
564304;-7,06;-8,16;-6,20
564324;-7,06;-8,12;-5,92
564344;-7,06;-8,47;-5,53
564364;-7,18;-8,47;-5,30
564384;-7,30;-8,55;-5,30
564404;-7,02;-8,63;-5,30
564424;-7,06;-8,94;-5,02
564444;-7,06;-8,90;-4,98
564464;-6,63;-8,75;-4,86
564484;-6,12;-9,14;-4,71
564504;-5,61;-9,22;-4,55
564524;-5,14;-9,10;-4,51
564544;-5,06;-9,22;-4,51
564564;-5,18;-9,45;-4,71
564584;-5,14;-9,49;-4,35
564604;-4,59;-9,41;-4,55
564624;-4,00;-9,22;-4,79
564644;-3,57;-9,18;-4,94
564664;-3,26;-8,90;-4,90
564684;-2,86;-8,75;-5,22
564704;-2,51;-8,28;-5,45
564724;-1,88;-8,51;-5,73
564744;-1,22;-8,47;-5,69
564764;-0,78;-8,71;-5,96
564784;-0,51;-8,75;-5,88
564804;-0,12;-8,51;-5,92
564824;-0,16;-8,32;-6,00
564844;-0,31;-8,32;-5,96
564864;-0,67;-8,51;-5,88
564884;-0,67;-8,43;-5,96
564904;-1,10;-8,43;-6,24
564924;-1,18;-8,59;-6,24
564944;-1,61;-8,75;-6,08
564964;-2,35;-9,18;-6,12
564984;-2,71;-9,38;-5,88
565004;-3,22;-9,18;-5,84
565024;-3,69;-8,83;-5,88
565044;-4,20;-8,47;-6,04
565064;-4,43;-8,28;-6,12
565084;-4,71;-8,24;-5,81
565104;-5,37;-8,24;-5,69
565124;-5,73;-8,16;-5,57
565144;-6,32;-8,08;-5,41
565164;-7,02;-8,08;-5,33
565184;-7,53;-7,88;-4,94
565204;-8,04;-8,28;-4,24
565224;-8,36;-8,12;-3,37
565244;-8,55;-7,73;-2,71
565264;-8,55;-7,69;-2,08
565284;-8,63;-7,61;-1,45
565304;-8,47;-7,53;-0,63
565324;-8,08;-7,18;0,08
565344;-7,96;-7,14;1,06
565364;-8,04;-7,18;1,57
565384;-6,67;-6,83;2,08
565404;-7,26;-7,34;2,28
565424;-7,26;-7,30;2,47
565444;-7,26;-7,30;2,16
565464;-7,30;-7,77;2,16
565484;-7,14;-8,08;1,96
565504;-6,43;-8,55;1,41
565524;-5,61;-8,75;0,71
565544;-5,18;-8,98;0,08
565564;-5,33;-9,10;-0,39
565584;-5,33;-9,26;-0,59
565604;-5,10;-9,22;-1,18
565624;-4,35;-9,41;-1,73
565644;-3,69;-9,49;-2,28
565664;-3,30;-9,57;-2,47
565684;-3,02;-9,57;-2,90
565704;-3,02;-9,57;-3,14
565724;-2,94;-9,73;-3,06
565744;-2,75;-9,77;-3,33
565764;-2,63;-9,65;-3,41
565784;-2,82;-9,65;-3,45
565804;-2,75;-9,85;-3,65
565824;-2,55;-9,73;-3,73
565844;-2,51;-9,53;-3,92
565864;-2,63;-9,45;-4,04
565884;-2,43;-9,38;-4,16
565904;-2,20;-9,14;-4,47
565924;-2,08;-8,98;-4,59
565944;-2,28;-8,98;-4,79
565964;-2,28;-9,02;-4,86
565984;-2,86;-9,02;-4,71
566004;-3,61;-9,06;-4,71
566024;-4,59;-9,02;-4,90
566044;-5,22;-9,06;-5,33
566064;-5,69;-8,71;-5,33
566084;-6,35;-8,87;-5,18
566104;-6,86;-8,79;-5,18
566124;-7,49;-8,47;-4,59
566144;-7,73;-7,88;-4,24
566164;-8,12;-8,20;-4,24
566184;-8,20;-8,39;-3,73
566204;-7,81;-8,51;-2,75
566224;-7,73;-8,67;-2,55
566244;-7,88;-8,87;-2,59
566264;-8,12;-8,90;-2,43
566284;-8,39;-9,02;-2,20
566304;-8,55;-9,02;-2,47
566324;-8,43;-8,98;-2,55
566344;-8,28;-8,98;-2,67
566364;-8,00;-8,94;-2,98
566384;-7,73;-8,90;-3,26
566404;-7,37;-8,71;-3,65
566424;-6,94;-8,59;-3,69
566444;-6,71;-8,59;-3,80
566464;-6,39;-8,28;-3,92
566484;-6,20;-8,04;-4,39
566504;-6,20;-7,85;-4,75
566524;-5,88;-7,85;-4,94
566544;-5,61;-7,57;-4,94
566564;-5,26;-7,53;-5,14
566584;-4,94;-7,45;-5,53
566604;-4,55;-7,22;-5,77
566624;-4,39;-7,14;-6,00
566644;-4,16;-6,83;-6,32
566664;-3,84;-6,51;-6,63
566684;-3,41;-6,08;-6,83
566704;-2,98;-5,88;-7,02
566724;-2,86;-5,96;-7,14
566744;-2,75;-5,88;-7,41
566764;-2,59;-5,57;-7,57
566784;-2,47;-5,22;-7,81
566804;-2,43;-5,26;-8,20
566824;-2,24;-5,41;-8,71
566844;-2,08;-5,81;-8,98
566864;-2,24;-5,77;-9,34
566884;-2,24;-5,45;-9,81
566904;-2,24;-5,37;-10,04
566924;-2,43;-5,33;-10,04
566944;-2,51;-5,02;-10,20
566964;-2,59;-4,75;-10,20
566984;-2,75;-4,39;-10,20
567004;-2,94;-4,47;-10,36
567024;-3,18;-4,55;-10,24
567044;-3,18;-4,75;-10,16
567064;-3,26;-4,75;-10,16
567084;-3,53;-4,90;-10,12
567104;-3,84;-4,98;-9,96
567124;-4,28;-4,94;-9,89
567144;-4,63;-5,14;-9,77
567164;-4,67;-5,45;-9,45
567184;-5,10;-5,77;-9,26
567204;-5,33;-5,96;-9,06
567224;-5,53;-6,00;-8,63
567244;-5,81;-5,92;-8,28
567264;-6,08;-6,24;-7,92
567284;-6,43;-6,75;-7,37
567304;-6,67;-6,90;-6,90
567324;-6,79;-6,67;-6,24
567344;-6,79;-6,51;-6,04
567364;-7,02;-6,63;-5,65
567384;-7,26;-6,63;-5,22
567404;-7,61;-6,59;-4,75
567424;-7,77;-6,63;-4,55
567444;-7,57;-6,16;-4,35
567464;-7,41;-6,04;-4,24
567484;-7,34;-6,00;-4,39
567504;-7,92;-5,92;-4,51
567524;-8,87;-6,24;-4,90
567544;-9,89;-6,51;-5,02
567564;-10,36;-6,98;-5,10
567584;-10,36;-7,18;-5,33
567604;-10,24;-7,18;-5,33
567624;-9,45;-7,45;-5,61
567644;-8,39;-7,57;-5,49
567664;-7,73;-7,53;-5,53
567684;-7,30;-7,49;-5,77
