Tiempo(ms);X(m/s²);Y(m/s²);Z(m/s²)
59068;-1.53;-9.96;-5.18
59088;-1.49;-9.89;-5.18
59108;-1.49;-9.89;-5.06
59128;-1.45;-10.00;-5.02
59148;-1.33;-10.08;-5.02
59168;-1.14;-10.16;-4.86
59188;-1.10;-10.32;-4.82
59208;-0.94;-10.83;-4.67
59228;-0.78;-11.02;-4.51
59248;-0.71;-11.49;-4.28
59268;-0.71;-11.49;-4.16
59288;-0.94;-12.20;-4.16
59308;-0.86;-12.43;-3.80
59328;-0.71;-12.63;-3.18
59348;-0.43;-12.98;-2.59
59368;0.04;-13.30;-2.31
59388;0.08;-12.98;-2.04
59408;-0.27;-12.47;-1.92
59428;-0.51;-11.57;-2.31
59448;-0.24;-10.36;-2.67
59468;0.24;-9.30;-2.94
59488;0.27;-8.63;-2.90
59508;-0.31;-8.71;-3.65
59528;-1.53;-8.63;-4.20
59548;-2.75;-8.51;-5.53
59568;-3.88;-8.43;-6.39
59588;-3.96;-8.39;-7.10
59608;-3.37;-8.63;-7.88
59628;-2.90;-7.96;-8.71
59648;-2.55;-6.08;-9.92
59668;-2.63;-4.82;-10.98
59688;-2.94;-3.96;-11.61
59708;-2.55;-3.57;-11.92
59728;-1.57;-2.98;-12.51
59748;-0.71;-2.90;-12.94
59768;-0.16;-2.28;-12.79
59788;-0.35;-1.69;-12.47
59808;-0.04;-1.29;-12.40
59828;-0.04;-0.16;-12.94
59848;0.39;-0.16;-12.94
59868;0.67;0.94;-13.42
59888;0.59;1.10;-13.65
59908;1.02;1.10;-13.96
59928;1.49;1.80;-14.24
59948;1.33;2.67;-14.87
59968;1.73;4.04;-15.14
59988;1.49;5.26;-15.26
60008;2.94;6.98;-15.10
60028;5.77;13.38;-14.08
60048;7.45;24.56;-11.65
60068;5.77;35.30;-3.65
60088;4.71;36.52;5.96
60108;9.22;36.25;15.85
60128;5.65;39.03;25.30
60148;7.57;13.42;34.01
60168;12.79;16.40;32.01
60188;14.00;10.83;35.50
60208;12.71;8.83;36.64
60228;7.37;6.86;37.66
60248;10.28;1.37;33.26
60268;10.04;-0.12;25.89
60288;6.16;3.37;25.97
60308;4.35;2.08;23.81
60328;4.31;0.71;18.04
60348;3.06;1.65;13.89
60368;1.53;3.69;14.32
60388;1.53;3.69;12.16
60408;3.10;3.69;9.30
60428;3.69;2.82;9.30
60448;3.30;3.88;8.08
60468;3.33;4.00;8.28
60488;4.16;2.16;7.34
60508;4.12;1.37;6.83
60528;4.08;2.39;6.63
60548;4.00;2.28;6.12
60568;4.51;1.73;5.77
60588;5.30;2.28;5.84
60608;5.30;2.08;6.00
60628;5.10;2.12;6.55
60648;4.90;2.20;7.02
60668;4.67;2.00;6.90
60688;5.02;1.49;6.59
60708;4.94;1.26;6.94
60728;5.02;1.26;7.22
60748;5.06;0.78;7.30
60768;5.14;0.75;7.34
60788;5.02;1.06;7.49
60808;4.90;1.22;7.65
60828;4.71;0.82;7.45
60848;4.79;0.86;7.37
60868;4.94;1.53;7.73
60888;5.18;1.22;7.88
60908;5.37;0.98;7.49
60928;5.26;1.18;7.57
60948;5.26;1.37;7.61
60968;5.26;1.37;7.34
60988;5.61;1.26;7.34
61008;5.37;0.98;7.18
61028;5.06;1.22;7.37
61048;5.26;1.33;7.26
61068;5.26;1.10;7.18
61088;5.22;1.18;7.22
61108;5.33;1.49;7.30
61128;5.22;1.22;7.22
61148;5.06;1.10;7.30
61168;4.94;1.26;7.41
61188;5.14;1.37;7.41
61208;5.33;1.10;7.30
61228;5.18;0.98;7.41
61248;5.14;1.26;7.45
61268;5.10;1.10;7.37
61288;5.30;1.06;7.34
61308;5.10;1.18;7.34
61328;5.02;1.10;7.30
61348;5.14;1.10;7.10
61368;5.37;1.02;7.14
61388;5.30;1.33;7.37
61408;5.18;1.26;7.14
61428;5.06;1.14;6.98
61448;4.86;1.26;7.06
61468;4.94;1.37;7.18
61488;5.10;1.33;7.06
61508;5.10;1.26;6.94
61528;5.06;1.26;7.06
61548;4.98;1.41;7.06
61568;5.02;1.49;6.98
61588;5.02;1.29;6.86
61608;4.98;1.37;6.86
61628;4.98;1.41;7.02
61648;5.14;1.41;7.02
61668;5.10;1.57;7.06
61688;5.14;1.65;6.98
61708;5.10;1.80;6.86
61728;5.06;1.65;6.75
61748;5.14;1.77;6.86
61768;5.14;1.88;6.83
61788;5.41;1.88;6.71
61808;5.45;2.16;6.71
61828;5.53;2.51;6.71
61848;5.73;2.82;6.59
61868;5.65;2.98;6.59
61888;5.65;3.26;6.59
61908;5.84;3.45;6.28
61928;5.73;3.80;6.16
61948;5.69;4.43;6.24
61968;5.84;4.94;5.92
61988;5.65;4.86;5.57
62008;5.73;5.41;5.26
62028;5.65;5.77;5.06
62048;5.06;5.84;5.06
62068;5.06;5.77;4.67
62088;4.98;5.77;4.47
62108;5.14;6.04;4.47
62128;4.94;6.28;4.59
62148;4.86;6.28;4.63
62168;4.86;6.39;4.71
62188;4.98;6.51;4.59
62208;4.98;6.71;4.59
62228;4.98;6.86;4.75
62248;5.10;6.86;4.59
62268;4.90;7.02;4.51
62288;5.06;7.18;4.51
62308;5.14;7.34;4.39
62328;5.26;7.34;4.12
62348;5.37;7.41;4.16
62368;5.33;7.81;4.35
62388;5.37;7.81;4.28
62408;5.49;7.65;3.84
62428;5.33;7.65;3.57
62448;5.37;7.65;3.37
62468;5.61;7.49;3.02
62488;5.61;7.41;2.98
62508;5.53;7.45;2.82
62528;5.37;7.45;2.82
62548;5.37;7.26;2.59
62568;5.30;6.94;2.55
62588;5.53;7.26;2.43
62608;5.37;7.18;2.75
62628;5.53;7.22;2.79
